,dispersion ratio,generate level,solar elevation,predict
390徐集13,0.119,0.779874,30.43291,1.0
390徐集14,0.105,0.842105,26.20838,0.0
390徐集15,0.229,0.850242,19.36153,1.0
391高坊8,0.219,0.935294,6.672896,1.0
391高坊9,0.123,0.684362,16.04612,1.0
391高坊10,0.118,0.935294,23.7448,0.0
391高坊11,0.096,0.97217,29.10128,0.0
391高坊12,0.1,0.996865,31.45183,0.0
391高坊13,0.411,1.0,30.43291,1.0
391高坊14,0.0,0.820433,26.20838,0.0
391高坊15,0.0,0.903666,19.36153,0.0
392郭尔玉8,0.847,0.0,6.672896,1.0
392郭尔玉9,0.903,0.646341,16.04612,1.0
392郭尔玉10,0.795,0.650877,23.7448,1.0
392郭尔玉11,0.743,0.886499,29.10128,1.0
392郭尔玉12,0.719,0.996865,31.45183,1.0
392郭尔玉13,0.77,1.0,30.43291,1.0
392郭尔玉14,0.783,0.929825,26.20838,1.0
392郭尔玉15,0.729,0.768116,19.36153,1.0
393邢家8,0.211,0.93,6.672896,1.0
393邢家9,0.041,0.680488,16.04612,0.0
393邢家10,0.022,0.783158,23.7448,0.0
393邢家11,0.019,1.0,29.10128,0.0
393邢家12,0.018,0.962069,31.45183,0.0
393邢家13,0.027,0.935849,30.43291,0.0
393邢家14,0.041,0.881053,26.20838,0.0
393邢家15,0.159,0.808696,19.36153,1.0
394小庄8,0.11,0.0,6.672896,0.0
394小庄9,0.164,0.75059,16.04612,1.0
394小庄10,0.136,0.863837,23.7448,1.0
394小庄11,0.081,0.992716,29.10128,0.0
394小庄12,0.154,0.996865,31.45183,1.0
394小庄13,0.158,1.0,30.43291,1.0
394小庄14,0.242,0.971817,26.20838,1.0
394小庄15,0.552,0.991117,19.36153,1.0
398王虎村8,0.0,0.0,6.672896,0.0
398王虎村9,0.0,0.0,16.04612,0.0
398王虎村10,0.0,0.0,23.7448,0.0
398王虎村11,0.011,0.0,29.10128,0.0
398王虎村12,0.017,0.469388,31.45183,0.0
398王虎村13,0.022,0.608935,30.43291,0.0
398王虎村14,0.409,1.0,26.20838,1.0
398王虎村15,0.405,0.985714,19.36153,1.0
399小街子村8,0.16,0.0,6.672896,1.0
399小街子村9,0.064,0.59652,16.04612,0.0
399小街子村10,0.046,1.0,23.7448,0.0
399小街子村11,0.057,0.687548,29.10128,0.0
399小街子村12,0.056,0.560224,31.45183,0.0
399小街子村13,0.298,0.613218,30.43291,1.0
399小街子村14,0.058,0.882353,26.20838,0.0
399小街子村15,0.31,0.794118,19.36153,1.0
400大辛8,0.098,0.0,6.672896,0.0
400大辛9,0.121,0.86385,16.04612,1.0
400大辛10,0.086,0.851852,23.7448,0.0
400大辛11,0.077,0.769986,29.10128,0.0
400大辛12,0.07,0.558887,31.45183,0.0
400大辛13,0.088,0.631489,30.43291,0.0
400大辛14,0.241,1.0,26.20838,1.0
400大辛15,0.117,0.971111,19.36153,0.0
401东韩8,0.616,0.0,6.672896,1.0
401东韩9,0.063,0.74129,16.04612,0.0
401东韩10,0.023,0.701754,23.7448,0.0
401东韩11,0.017,0.710868,29.10128,0.0
401东韩12,0.014,0.538383,31.45183,0.0
401东韩13,0.017,0.589311,30.43291,0.0
401东韩14,0.051,0.953471,26.20838,0.0
401东韩15,0.247,1.0,19.36153,1.0
402刚坊8,0.257,1.0,6.672896,1.0
402刚坊9,0.184,0.56338,16.04612,1.0
402刚坊10,0.111,0.777778,23.7448,0.0
402刚坊11,0.147,0.545455,29.10128,1.0
402刚坊12,0.133,0.42328,31.45183,1.0
402刚坊13,0.138,0.46332,30.43291,1.0
402刚坊14,0.08,0.724638,26.20838,0.0
402刚坊15,0.153,0.7,19.36153,1.0
403刚家8,0.0,0.0,6.672896,0.0
403刚家9,0.0,0.0,16.04612,0.0
403刚家10,0.021,0.0,23.7448,0.0
403刚家11,0.015,0.153618,29.10128,0.0
403刚家12,0.016,0.556311,31.45183,0.0
403刚家13,0.025,0.589906,30.43291,0.0
403刚家14,0.04,1.0,26.20838,0.0
403刚家15,0.097,0.936429,19.36153,0.0
404怀仁后刘8,0.188,0.952381,6.672896,1.0
404怀仁后刘9,0.109,0.938967,16.04612,0.0
404怀仁后刘10,0.046,0.899471,23.7448,0.0
404怀仁后刘11,0.075,0.692641,29.10128,0.0
404怀仁后刘12,0.057,0.520702,31.45183,0.0
404怀仁后刘13,0.081,0.569958,30.43291,0.0
404怀仁后刘14,0.053,0.931677,26.20838,0.0
404怀仁后刘15,0.479,1.0,19.36153,1.0
405怀仁街8,0.554,0.0,6.672896,1.0
405怀仁街9,0.186,0.758998,16.04612,1.0
405怀仁街10,0.06,0.718519,23.7448,0.0
405怀仁街11,0.071,0.72785,29.10128,0.0
405怀仁街12,0.029,0.551244,31.45183,0.0
405怀仁街13,0.042,0.603389,30.43291,0.0
405怀仁街14,0.104,0.937198,26.20838,0.0
405怀仁街15,0.173,0.916111,19.36153,1.0
406生张8,0.0,0.0,6.672896,0.0
406生张9,0.0,0.0,16.04612,0.0
406生张10,0.0,0.0,23.7448,0.0
406生张11,0.017,0.0,29.10128,0.0
406生张12,0.017,1.0,31.45183,0.0
406生张13,0.02,0.403958,30.43291,0.0
406生张14,0.085,0.660326,26.20838,0.0
406生张15,0.085,0.64125,19.36153,0.0
408西韩8,0.0,0.0,6.672896,0.0
408西韩9,0.0,0.0,16.04612,0.0
408西韩10,0.031,0.0,23.7448,0.0
408西韩11,0.035,0.095584,29.10128,0.0
408西韩12,0.029,0.486772,31.45183,0.0
408西韩13,0.138,0.56834,30.43291,1.0
408西韩14,0.305,1.0,26.20838,1.0
408西韩15,0.445,0.782,19.36153,1.0
409杨家8,0.0,0.0,6.672896,0.0
409杨家9,0.0,0.0,16.04612,0.0
409杨家10,0.0,0.0,23.7448,0.0
409杨家11,0.0,0.0,29.10128,0.0
409杨家12,0.707,0.0,31.45183,1.0
409杨家13,0.707,1.0,30.43291,1.0
409杨家14,0.707,0.445743,26.20838,1.0
409杨家15,0.707,0.3885,19.36153,1.0
410曹家8,0.218,1.0,6.672896,1.0
410曹家9,0.327,0.704225,16.04612,1.0
410曹家10,0.323,0.888889,23.7448,1.0
410曹家11,0.34,0.597403,29.10128,1.0
410曹家12,0.342,0.42328,31.45183,1.0
410曹家13,0.353,0.46332,30.43291,1.0
410曹家14,0.235,0.724638,26.20838,1.0
410曹家15,0.245,0.6,19.36153,1.0
411储家8,0.23,1.0,6.672896,1.0
411储家9,0.304,0.422535,16.04612,1.0
411储家10,0.188,0.555556,23.7448,1.0
411储家11,0.122,0.467532,29.10128,1.0
411储家12,0.109,0.47619,31.45183,0.0
411储家13,0.255,0.521236,30.43291,1.0
411储家14,0.305,0.724638,26.20838,1.0
411储家15,0.246,0.8,19.36153,1.0
412炊家8,0.287,0.0,6.672896,1.0
412炊家9,0.083,0.768246,16.04612,0.0
412炊家10,0.01,0.808081,23.7448,0.0
412炊家11,0.013,0.708383,29.10128,0.0
412炊家12,0.011,0.529101,31.45183,0.0
412炊家13,0.015,0.561601,30.43291,0.0
412炊家14,0.184,0.955204,26.20838,1.0
412炊家15,0.356,1.0,19.36153,1.0
413东李堂8,0.381,1.0,6.672896,1.0
413东李堂9,0.375,0.56338,16.04612,1.0
413东李堂10,0.291,0.666667,23.7448,1.0
413东李堂11,0.247,0.493506,29.10128,1.0
413东李堂12,0.242,0.458554,31.45183,1.0
413东李堂13,0.246,0.501931,30.43291,1.0
413东李堂14,0.318,0.833333,26.20838,1.0
413东李堂15,0.279,0.75,19.36153,1.0
415董家8,0.089,0.985714,6.672896,0.0
415董家9,0.106,0.832998,16.04612,0.0
415董家10,0.097,0.985714,23.7448,0.0
415董家11,0.109,0.69128,29.10128,1.0
415董家12,0.101,0.538927,31.45183,0.0
415董家13,0.119,0.608935,30.43291,1.0
415董家14,0.107,1.0,26.20838,0.0
415董家15,0.163,0.887143,19.36153,1.0
417耿家8,0.026,0.0,6.672896,0.0
417耿家9,0.013,0.86385,16.04612,0.0
417耿家10,0.012,0.851852,23.7448,0.0
417耿家11,0.011,0.537662,29.10128,0.0
417耿家12,0.014,0.432687,31.45183,0.0
417耿家13,0.031,0.488417,30.43291,0.0
417耿家14,0.686,0.805556,26.20838,1.0
417耿家15,0.594,0.728333,19.36153,1.0
418古城8,0.05,0.8875,6.672896,0.0
418古城9,0.027,1.0,16.04612,0.0
418古城10,0.025,0.838194,23.7448,0.0
418古城11,0.02,0.599351,29.10128,0.0
418古城12,0.027,0.469577,31.45183,0.0
418古城13,0.03,0.548263,30.43291,0.0
418古城14,0.361,0.932518,26.20838,1.0
418古城15,0.307,0.843125,19.36153,1.0
419河西韩8,0.292,0.0,6.672896,1.0
419河西韩9,0.183,1.0,16.04612,1.0
419河西韩10,0.223,0.92037,23.7448,1.0
419河西韩11,0.26,0.614719,29.10128,1.0
419河西韩12,0.266,0.521752,31.45183,1.0
419河西韩13,0.306,0.548263,30.43291,1.0
419河西韩14,0.361,0.900362,26.20838,1.0
419河西韩15,0.276,0.71,19.36153,1.0
420河西孙8,0.031,0.909091,6.672896,0.0
420河西孙9,0.013,0.896287,16.04612,0.0
420河西孙10,0.011,0.858586,23.7448,0.0
420河西孙11,0.012,0.590319,29.10128,0.0
420河西孙12,0.017,0.481,31.45183,0.0
420河西孙13,0.029,0.544051,30.43291,0.0
420河西孙14,0.549,0.922266,26.20838,1.0
420河西孙15,0.524,1.0,19.36153,1.0
421河西吴8,0.507,0.0,6.672896,1.0
421河西吴9,0.086,0.683099,16.04612,0.0
421河西吴10,0.056,0.592778,23.7448,0.0
421河西吴11,0.035,0.705455,29.10128,0.0
421河西吴12,0.033,0.530335,31.45183,0.0
421河西吴13,0.042,0.580502,30.43291,0.0
421河西吴14,0.075,0.948913,26.20838,0.0
421河西吴15,0.434,0.97,19.36153,1.0
422后寇8,0.264,1.0,6.672896,1.0
422后寇9,0.018,0.704225,16.04612,0.0
422后寇10,0.018,0.888889,23.7448,0.0
422后寇11,0.019,0.727273,29.10128,0.0
422后寇12,0.019,0.546737,31.45183,0.0
422后寇13,0.218,0.617761,30.43291,1.0
422后寇14,0.379,0.942029,26.20838,1.0
422后寇15,0.428,0.85,19.36153,1.0
424九廪庄8,0.405,0.952381,6.672896,1.0
424九廪庄9,0.133,0.804829,16.04612,1.0
424九廪庄10,0.099,0.899471,23.7448,0.0
424九廪庄11,0.018,0.667904,29.10128,0.0
424九廪庄12,0.012,0.520702,31.45183,0.0
424九廪庄13,0.056,0.588343,30.43291,0.0
424九廪庄14,0.209,0.966184,26.20838,1.0
424九廪庄15,0.407,1.0,19.36153,1.0
425李辉芝8,0.284,0.0,6.672896,1.0
425李辉芝9,0.291,0.431925,16.04612,1.0
425李辉芝10,0.083,0.567901,23.7448,1.0
425李辉芝11,0.012,0.531025,29.10128,0.0
425李辉芝12,0.033,0.52283,31.45183,0.0
425李辉芝13,0.017,0.572287,30.43291,0.0
425李辉芝14,0.337,1.0,26.20838,1.0
425李辉芝15,0.185,0.766667,19.36153,1.0
426李楼8,0.241,0.952381,6.672896,1.0
426李楼9,0.108,0.670691,16.04612,0.0
426李楼10,0.066,0.899471,23.7448,0.0
426李楼11,0.06,0.692641,29.10128,0.0
426李楼12,0.07,0.537499,31.45183,0.0
426李楼13,0.082,0.569958,30.43291,0.0
426李楼14,0.15,0.931677,26.20838,1.0
426李楼15,0.368,1.0,19.36153,1.0
427芦沟庄8,0.357,1.0,6.672896,1.0
427芦沟庄9,0.235,0.84507,16.04612,1.0
427芦沟庄10,0.113,0.888889,23.7448,0.0
427芦沟庄11,0.034,0.649351,29.10128,0.0
427芦沟庄12,0.05,0.529101,31.45183,0.0
427芦沟庄13,0.288,0.598456,30.43291,1.0
427芦沟庄14,0.363,0.905797,26.20838,1.0
427芦沟庄15,0.589,0.85,19.36153,1.0
428马家8,0.268,0.0,6.672896,1.0
428马家9,0.136,0.804274,16.04612,1.0
428马家10,0.079,0.845977,23.7448,0.0
428马家11,0.055,0.618003,29.10128,0.0
428马家12,0.019,0.486772,31.45183,0.0
428马家13,0.022,0.587938,30.43291,0.0
428马家14,0.728,1.0,26.20838,1.0
428马家15,0.447,0.856552,19.36153,1.0
429怀仁镇孟家8,0.08,0.788889,6.672896,0.0
429怀仁镇孟家9,0.027,1.0,16.04612,0.0
429怀仁镇孟家10,0.022,0.788889,23.7448,0.0
429怀仁镇孟家11,0.023,0.635209,29.10128,0.0
429怀仁镇孟家12,0.153,0.570449,31.45183,1.0
429怀仁镇孟家13,0.161,0.395967,30.43291,1.0
429怀仁镇孟家14,0.088,0.771739,26.20838,0.0
429怀仁镇孟家15,0.385,0.828333,19.36153,1.0
431前寇8,0.371,1.0,6.672896,1.0
431前寇9,0.17,0.985915,16.04612,1.0
431前寇10,0.181,0.888889,23.7448,1.0
431前寇11,0.068,0.649351,29.10128,0.0
431前寇12,0.081,0.529101,31.45183,0.0
431前寇13,0.111,0.598456,30.43291,0.0
431前寇14,0.341,0.978261,26.20838,1.0
431前寇15,0.391,0.85,19.36153,1.0
432全家8,0.163,0.869565,6.672896,1.0
432全家9,0.061,0.734844,16.04612,0.0
432全家10,0.041,0.917874,23.7448,0.0
432全家11,0.021,0.677583,29.10128,0.0
432全家12,0.031,0.521432,31.45183,0.0
432全家13,0.044,0.55397,30.43291,0.0
432全家14,0.074,0.94518,26.20838,0.0
432全家15,0.437,1.0,19.36153,1.0
433三皇庙8,0.513,1.0,6.672896,1.0
433三皇庙9,0.448,0.422535,16.04612,1.0
433三皇庙10,0.427,0.666667,23.7448,1.0
433三皇庙11,0.399,0.415584,29.10128,1.0
433三皇庙12,0.473,0.37037,31.45183,1.0
433三皇庙13,0.38,0.3861,30.43291,1.0
433三皇庙14,0.316,0.688406,26.20838,1.0
433三皇庙15,0.402,0.7,19.36153,1.0
434宋家8,0.308,0.766667,6.672896,1.0
434宋家9,0.024,0.539906,16.04612,0.0
434宋家10,0.034,0.766667,23.7448,0.0
434宋家11,0.032,0.557576,29.10128,0.0
434宋家12,0.034,0.432687,31.45183,0.0
434宋家13,0.042,0.473616,30.43291,0.0
434宋家14,0.186,0.805556,26.20838,1.0
434宋家15,0.549,0.843333,19.36153,1.0
435田东8,0.222,0.0,6.672896,1.0
435田东9,0.127,0.704225,16.04612,1.0
435田东10,0.108,0.944444,23.7448,0.0
435田东11,0.089,0.675325,29.10128,0.0
435田东12,0.062,0.511464,31.45183,0.0
435田东13,0.077,0.598456,30.43291,0.0
435田东14,0.222,0.978261,26.20838,1.0
435田东15,0.484,1.0,19.36153,1.0
436田西8,0.257,0.881818,6.672896,1.0
436田西9,0.029,0.869398,16.04612,0.0
436田西10,0.026,0.930808,23.7448,0.0
436田西11,0.014,0.641322,29.10128,0.0
436田西12,0.078,0.482123,31.45183,0.0
436田西13,0.083,0.544753,30.43291,0.0
436田西14,0.069,0.830698,26.20838,0.0
436田西15,0.309,0.925909,19.36153,1.0
437王尔茂8,0.198,0.8875,6.672896,1.0
437王尔茂9,0.214,1.0,16.04612,1.0
437王尔茂10,0.023,0.8875,23.7448,0.0
437王尔茂11,0.031,0.622403,29.10128,0.0
437王尔茂12,0.037,0.485229,31.45183,0.0
437王尔茂13,0.032,0.565396,30.43291,0.0
437王尔茂14,0.4,0.932518,26.20838,1.0
437王尔茂15,0.374,0.843125,19.36153,1.0
438王太环8,0.148,0.766667,6.672896,1.0
438王太环9,0.164,0.755869,16.04612,1.0
438王太环10,0.217,0.681481,23.7448,1.0
438王太环11,0.19,0.477922,29.10128,1.0
438王太环12,0.256,0.378601,31.45183,1.0
438王太环13,0.271,0.429215,30.43291,1.0
438王太环14,0.196,0.722222,26.20838,1.0
438王太环15,0.232,0.766667,19.36153,1.0
439吴糖坊8,0.038,0.909091,6.672896,0.0
439吴糖坊9,0.013,0.896287,16.04612,0.0
439吴糖坊10,0.019,0.959596,23.7448,0.0
439吴糖坊11,0.016,0.68477,29.10128,0.0
439吴糖坊12,0.02,0.513067,31.45183,0.0
439吴糖坊13,0.026,0.561601,30.43291,0.0
439吴糖坊14,0.029,0.955204,26.20838,0.0
439吴糖坊15,0.493,1.0,19.36153,1.0
440西李堂8,1.232,0.0,6.672896,1.0
440西李堂9,1.232,0.0,16.04612,1.0
440西李堂10,0.015,0.0,23.7448,0.0
440西李堂11,0.017,1.0,29.10128,0.0
440西李堂12,0.015,0.378466,31.45183,0.0
440西李堂13,0.024,0.389898,30.43291,0.0
440西李堂14,0.041,0.663162,26.20838,0.0
440西李堂15,0.204,0.662705,19.36153,1.0
441西信8,0.101,0.97,6.672896,0.0
441西信9,0.042,0.819718,16.04612,0.0
441西信10,0.105,0.916111,23.7448,0.0
441西信11,0.095,0.705455,29.10128,0.0
441西信12,0.117,0.530335,31.45183,1.0
441西信13,0.045,0.580502,30.43291,0.0
441西信14,0.091,0.948913,26.20838,0.0
441西信15,0.422,0.97,19.36153,1.0
442小刘8,0.251,0.857143,6.672896,1.0
442小刘9,0.013,0.603622,16.04612,0.0
442小刘10,0.011,1.0,23.7448,0.0
442小刘11,0.018,0.64564,29.10128,0.0
442小刘12,0.021,0.483749,31.45183,0.0
442小刘13,0.026,0.529509,30.43291,0.0
442小刘14,0.035,0.869565,26.20838,0.0
442小刘15,0.22,0.9,19.36153,1.0
443肖东8,0.158,0.8875,6.672896,1.0
443肖东9,0.108,1.0,16.04612,0.0
443肖东10,0.038,0.788889,23.7448,0.0
443肖东11,0.058,0.668506,29.10128,0.0
443肖东12,0.078,0.500882,31.45183,0.0
443肖东13,0.034,0.513996,30.43291,0.0
443肖东14,0.083,0.868207,26.20838,0.0
443肖东15,0.302,0.843125,19.36153,1.0
444肖西8,0.348,1.0,6.672896,1.0
444肖西9,0.301,0.704225,16.04612,1.0
444肖西10,0.302,0.888889,23.7448,1.0
444肖西11,0.298,0.675325,29.10128,1.0
444肖西12,0.288,0.511464,31.45183,1.0
444肖西13,0.075,0.559846,30.43291,0.0
444肖西14,0.154,0.942029,26.20838,1.0
444肖西15,0.427,1.0,19.36153,1.0
445杨武镇8,0.095,0.869565,6.672896,0.0
445杨武镇9,0.074,0.979792,16.04612,0.0
445杨武镇10,0.047,0.821256,23.7448,0.0
445杨武镇11,0.013,0.654997,29.10128,0.0
445杨武镇12,0.088,0.506096,31.45183,0.0
445杨武镇13,0.056,0.537183,30.43291,0.0
445杨武镇14,0.058,0.882168,26.20838,0.0
445杨武镇15,0.45,1.0,19.36153,1.0
446油坊孙8,0.218,1.0,6.672896,1.0
446油坊孙9,0.215,0.704225,16.04612,1.0
446油坊孙10,0.065,0.944444,23.7448,0.0
446油坊孙11,0.049,0.649351,29.10128,0.0
446油坊孙12,0.078,0.529101,31.45183,0.0
446油坊孙13,0.169,0.598456,30.43291,1.0
446油坊孙14,0.741,0.978261,26.20838,1.0
446油坊孙15,0.615,0.8,19.36153,1.0
447朱家8,0.04,0.857143,6.672896,0.0
447朱家9,0.015,0.84507,16.04612,0.0
447朱家10,0.013,1.0,23.7448,0.0
447朱家11,0.015,0.623377,29.10128,0.0
447朱家12,0.014,0.498866,31.45183,0.0
447朱家13,0.026,0.546056,30.43291,0.0
447朱家14,0.595,0.931677,26.20838,1.0
447朱家15,0.457,0.857143,19.36153,1.0
448新路桥8,0.431,0.903333,6.672896,1.0
448新路桥9,0.394,0.821212,16.04612,1.0
448新路桥10,0.36,0.894389,23.7448,1.0
448新路桥11,0.354,0.956083,29.10128,1.0
448新路桥12,0.354,0.980592,31.45183,1.0
448新路桥13,0.355,0.980592,30.43291,1.0
448新路桥14,0.378,1.0,26.20838,1.0
448新路桥15,0.376,0.939109,19.36153,1.0
451小栏庄8,0.361,0.913333,6.672896,1.0
451小栏庄9,0.354,0.830303,16.04612,1.0
451小栏庄10,0.354,0.949505,23.7448,1.0
451小栏庄11,0.354,1.0,29.10128,1.0
451小栏庄12,0.354,0.93136,31.45183,1.0
451小栏庄13,0.354,0.961404,30.43291,1.0
451小栏庄14,0.361,0.977368,26.20838,1.0
451小栏庄15,0.38,0.949505,19.36153,1.0
452万胜李8,0.388,0.0,6.672896,1.0
452万胜李9,0.358,0.767677,16.04612,1.0
452万胜李10,0.357,0.953135,23.7448,1.0
452万胜李11,0.358,0.99854,29.10128,1.0
452万胜李12,0.379,1.0,31.45183,1.0
452万胜李13,0.394,0.966667,30.43291,1.0
452万胜李14,0.4,0.934809,26.20838,1.0
452万胜李15,0.475,0.953135,19.36153,1.0
453秦家坟8,0.62,0.0,6.672896,1.0
453秦家坟9,0.411,0.767677,16.04612,1.0
453秦家坟10,0.376,0.90297,23.7448,1.0
453秦家坟11,0.383,0.99854,29.10128,1.0
453秦家坟12,0.391,1.0,31.45183,1.0
453秦家坟13,0.375,0.966667,30.43291,1.0
453秦家坟14,0.403,0.972202,26.20838,1.0
453秦家坟15,0.42,0.90297,19.36153,1.0
454大寺城8,0.391,1.0,6.672896,1.0
454大寺城9,0.356,0.757576,16.04612,1.0
454大寺城10,0.355,0.990099,23.7448,1.0
454大寺城11,0.356,0.985401,29.10128,1.0
454大寺城12,0.356,0.953947,31.45183,1.0
454大寺城13,0.356,0.888158,30.43291,1.0
454大寺城14,0.391,0.922509,26.20838,1.0
454大寺城15,0.393,0.891089,19.36153,1.0
455殷桥8,0.365,0.85,6.672896,1.0
455殷桥9,0.354,0.901515,16.04612,1.0
455殷桥10,0.354,0.967822,23.7448,1.0
455殷桥11,0.354,0.961679,29.10128,1.0
455殷桥12,0.354,0.950658,31.45183,1.0
455殷桥13,0.354,0.922697,30.43291,1.0
455殷桥14,0.379,0.940959,26.20838,1.0
455殷桥15,0.544,0.925743,19.36153,1.0
456张刘8,0.895,0.0,6.672896,1.0
456张刘9,0.624,0.456229,16.04612,1.0
456张刘10,0.363,0.645948,23.7448,1.0
456张刘11,0.355,0.842525,29.10128,1.0
456张刘12,0.354,0.957481,31.45183,1.0
456张刘13,0.354,0.990497,30.43291,1.0
456张刘14,0.355,1.0,26.20838,1.0
456张刘15,0.398,0.993766,19.36153,1.0
457北郭28,0.3,0.961905,6.672896,1.0
457北郭29,0.091,0.874459,16.04612,0.0
457北郭210,0.148,0.904762,23.7448,1.0
457北郭211,0.079,0.947862,29.10128,0.0
457北郭212,0.067,0.949248,31.45183,0.0
457北郭213,0.054,0.98089,30.43291,0.0
457北郭214,0.04,0.958355,26.20838,0.0
457北郭215,0.326,1.0,19.36153,1.0
459西三教8,0.39,1.0,6.672896,1.0
459西三教9,0.38,0.909091,16.04612,1.0
459西三教10,0.355,0.891089,23.7448,1.0
459西三教11,0.354,0.912409,29.10128,1.0
459西三教12,0.354,0.888158,31.45183,1.0
459西三教13,0.354,0.921053,30.43291,1.0
459西三教14,0.358,0.848708,26.20838,1.0
459西三教15,0.367,0.891089,19.36153,1.0
460东冯井8,0.4,0.0,6.672896,1.0
460东冯井9,0.159,0.556474,16.04612,1.0
460东冯井10,0.059,0.727273,23.7448,0.0
460东冯井11,0.023,0.871267,29.10128,0.0
460东冯井12,0.025,0.936304,31.45183,0.0
460东冯井13,0.026,0.966507,30.43291,0.0
460东冯井14,0.058,0.948675,26.20838,0.0
460东冯井15,0.337,1.0,19.36153,1.0
462药王庄8,0.107,0.961905,6.672896,0.0
462药王庄9,0.012,0.582973,16.04612,0.0
462药王庄10,0.01,1.0,23.7448,0.0
462药王庄11,0.007,0.982968,29.10128,0.0
462药王庄12,0.011,0.98089,31.45183,0.0
462药王庄13,0.024,0.949248,30.43291,0.0
462药王庄14,0.063,0.958355,26.20838,0.0
462药王庄15,0.231,0.904762,19.36153,1.0
464北邢村8,0.192,0.936364,6.672896,1.0
464北邢村9,0.025,0.998788,16.04612,0.0
464北邢村10,0.018,1.0,23.7448,0.0
464北邢村11,0.022,0.965323,29.10128,0.0
464北邢村12,0.016,0.944699,31.45183,0.0
464北邢村13,0.027,0.944699,30.43291,0.0
464北邢村14,0.048,0.899157,26.20838,0.0
464北邢村15,0.08,0.840326,19.36153,0.0
465田家村8,0.363,0.980952,6.672896,1.0
465田家村9,0.355,0.784762,16.04612,1.0
465田家村10,0.355,1.0,23.7448,1.0
465田家村11,0.354,0.977581,29.10128,1.0
465田家村12,0.355,0.931468,31.45183,1.0
465田家村13,0.355,0.90236,30.43291,1.0
465田家村14,0.429,0.909492,26.20838,1.0
465田家村15,0.365,0.7965,19.36153,1.0
466老鸦张村28,0.109,0.895652,6.672896,0.0
466老鸦张村29,0.009,0.835942,16.04612,0.0
466老鸦张村210,0.012,1.0,23.7448,0.0
466老鸦张村211,0.011,0.954131,29.10128,0.0
466老鸦张村212,0.009,0.95678,31.45183,0.0
466老鸦张村213,0.028,0.95678,30.43291,0.0
466老鸦张村214,0.038,0.919378,26.20838,0.0
466老鸦张村215,0.276,0.956893,19.36153,1.0
472逯家8,0.143,0.962857,6.672896,0.0
472逯家9,0.146,0.898667,16.04612,1.0
472逯家10,0.041,0.888072,23.7448,0.0
472逯家11,0.02,0.959548,29.10128,0.0
472逯家12,0.034,1.0,31.45183,0.0
472逯家13,0.128,1.0,30.43291,1.0
472逯家14,0.118,0.988363,26.20838,1.0
472逯家15,0.363,0.946398,19.36153,1.0
473干鱼陈8,0.37,0.974359,6.672896,1.0
473干鱼陈9,0.089,0.617886,16.04612,0.0
473干鱼陈10,0.027,0.985733,23.7448,0.0
473干鱼陈11,0.023,0.979556,29.10128,0.0
473干鱼陈12,0.016,0.575758,31.45183,0.0
473干鱼陈13,0.019,0.953074,30.43291,0.0
473干鱼陈14,0.072,0.957983,26.20838,0.0
473干鱼陈15,0.188,1.0,19.36153,1.0
474南张8,0.43,0.915385,6.672896,1.0
474南张9,0.265,0.580488,16.04612,1.0
474南张10,0.157,0.694553,23.7448,1.0
474南张11,0.057,0.793333,29.10128,0.0
474南张12,0.026,0.490199,31.45183,0.0
474南张13,0.064,0.924272,30.43291,0.0
474南张14,0.258,1.0,26.20838,1.0
474南张15,0.324,0.984211,19.36153,1.0
475回河镇前刘8,0.709,1.0,6.672896,1.0
475回河镇前刘9,0.707,0.95122,16.04612,1.0
475回河镇前刘10,0.707,0.809339,23.7448,1.0
475回河镇前刘11,0.707,0.762667,29.10128,1.0
475回河镇前刘12,0.707,0.40625,31.45183,1.0
475回河镇前刘13,0.707,0.694175,30.43291,1.0
475回河镇前刘14,0.708,0.728291,26.20838,1.0
475回河镇前刘15,0.773,0.684211,19.36153,1.0
476曹家8,0.182,0.788462,6.672896,1.0
476曹家9,0.107,1.0,16.04612,0.0
476曹家10,0.042,0.797665,23.7448,0.0
476曹家11,0.026,0.765333,29.10128,0.0
476曹家12,0.019,0.451349,31.45183,0.0
476曹家13,0.027,0.771238,30.43291,0.0
476曹家14,0.17,0.803922,26.20838,1.0
476曹家15,0.15,0.770677,19.36153,1.0
477闫家8,0.09,0.788462,6.672896,0.0
477闫家9,0.014,1.0,16.04612,0.0
477闫家10,0.018,0.877432,23.7448,0.0
477闫家11,0.014,0.792667,29.10128,0.0
477闫家12,0.016,0.451349,31.45183,0.0
477闫家13,0.02,0.746359,30.43291,0.0
477闫家14,0.033,0.803922,26.20838,0.0
477闫家15,0.245,0.809211,19.36153,1.0
478小营8,0.466,0.0,6.672896,1.0
478小营9,0.367,1.0,16.04612,1.0
478小营10,0.362,0.850843,23.7448,1.0
478小营11,0.361,0.911111,29.10128,1.0
478小营12,0.36,0.524148,31.45183,1.0
478小营13,0.379,0.895631,30.43291,1.0
478小营14,0.372,0.957049,26.20838,1.0
478小营15,0.382,0.97619,19.36153,1.0
479二十里8,0.324,0.0,6.672896,1.0
479二十里9,0.247,0.837242,16.04612,1.0
479二十里10,0.056,0.854834,23.7448,0.0
479二十里11,0.02,0.915385,29.10128,0.0
479二十里12,0.105,0.585118,31.45183,0.0
479二十里13,0.102,0.966486,30.43291,0.0
479二十里14,0.171,1.0,26.20838,1.0
