,dispersion ratio,generate level,solar elevation,predict
142绳西10,0.023,0.994737,23.7448,0.0
142绳西11,0.068,1.0,29.10128,0.0
142绳西12,0.084,0.931034,31.45183,0.0
142绳西13,0.167,0.90566,30.43291,1.0
142绳西14,0.337,0.852632,26.20838,1.0
142绳西15,0.399,0.782609,19.36153,1.0
143刘打磨8,0.264,0.99375,6.672896,1.0
143刘打磨9,0.044,0.727134,16.04612,0.0
143刘打磨10,0.01,0.99375,23.7448,0.0
143刘打磨11,0.011,0.997312,29.10128,0.0
143刘打磨12,0.013,0.965713,31.45183,0.0
143刘打磨13,0.268,1.0,30.43291,1.0
143刘打磨14,0.4,0.906579,26.20838,1.0
143刘打磨15,0.292,0.86413,19.36153,1.0
144张六真8,0.43,0.0,6.672896,1.0
144张六真9,0.012,0.601045,16.04612,0.0
144张六真10,0.017,0.881955,23.7448,0.0
144张六真11,0.016,0.918587,29.10128,0.0
144张六真12,0.019,0.957904,31.45183,0.0
144张六真13,0.083,0.991914,30.43291,0.0
144张六真14,0.182,0.968421,26.20838,1.0
144张六真15,0.226,1.0,19.36153,1.0
145小马家8,0.714,0.97,6.672896,1.0
145小马家9,0.239,0.354878,16.04612,1.0
145小马家10,0.068,0.867895,23.7448,0.0
145小马家11,0.046,0.93871,29.10128,0.0
145小马家12,0.042,0.912226,31.45183,0.0
145小马家13,0.05,0.945597,30.43291,0.0
145小马家14,0.038,0.884912,26.20838,0.0
145小马家15,0.404,0.890338,19.36153,1.0
146北左家8,0.404,0.0,6.672896,1.0
146北左家9,0.35,0.620488,16.04612,1.0
146北左家10,0.321,0.870316,23.7448,1.0
146北左家11,0.301,0.911828,29.10128,1.0
146北左家12,0.331,0.917116,31.45183,1.0
146北左家13,0.321,1.0,30.43291,1.0
146北左家14,0.376,0.937263,26.20838,1.0
146北左家15,0.109,0.798841,19.36153,0.0
147后洼埃8,0.214,0.940909,6.672896,1.0
147后洼埃9,0.01,0.803215,16.04612,0.0
147后洼埃10,0.016,0.940909,23.7448,0.0
147后洼埃11,0.012,0.944282,29.10128,0.0
147后洼埃12,0.012,0.943859,31.45183,0.0
147后洼埃13,0.035,0.976415,30.43291,0.0
147后洼埃14,0.118,0.990431,26.20838,1.0
147后洼埃15,0.42,1.0,19.36153,1.0
148孙家营8,0.665,0.0,6.672896,1.0
148孙家营9,0.242,0.525745,16.04612,1.0
148孙家营10,0.193,0.737427,23.7448,1.0
148孙家营11,0.143,0.888491,29.10128,1.0
148孙家营12,0.131,0.912226,31.45183,1.0
148孙家营13,0.118,0.881202,30.43291,1.0
148孙家营14,0.18,0.907602,26.20838,1.0
148孙家营15,0.271,0.833065,19.36153,1.0
149东燕8,0.057,0.745455,6.672896,0.0
149东燕9,0.03,1.0,16.04612,0.0
149东燕10,0.03,0.902392,23.7448,0.0
149东燕11,0.03,0.828283,29.10128,0.0
149东燕12,0.047,0.841265,31.45183,0.0
149东燕13,0.06,0.797027,30.43291,0.0
149东燕14,0.066,0.784689,26.20838,0.0
149东燕15,0.179,0.792271,19.36153,1.0
150韩庙镇东张8,0.112,0.982759,6.672896,0.0
150韩庙镇东张9,0.127,0.83894,16.04612,1.0
150韩庙镇东张10,0.057,0.931034,23.7448,0.0
150韩庙镇东张11,0.039,0.951057,29.10128,0.0
150韩庙镇东张12,0.035,0.955032,31.45183,0.0
150韩庙镇东张13,0.101,0.988939,30.43291,0.0
150韩庙镇东张14,0.261,1.0,26.20838,1.0
150韩庙镇东张15,0.453,0.902049,19.36153,1.0
151张家寨8,0.476,0.0,6.672896,1.0
151张家寨9,0.308,0.560582,16.04612,1.0
151张家寨10,0.034,0.822581,23.7448,0.0
151张家寨11,0.021,0.889698,29.10128,0.0
151张家寨12,0.016,0.922237,31.45183,0.0
151张家寨13,0.029,0.954047,30.43291,0.0
151张家寨14,0.244,1.0,26.20838,1.0
151张家寨15,0.534,0.977092,19.36153,1.0
152苟家8,0.054,0.881818,6.672896,0.0
152苟家9,0.014,0.993598,16.04612,0.0
152苟家10,0.013,0.979798,23.7448,0.0
152苟家11,0.015,0.641322,29.10128,0.0
152苟家12,0.018,0.46657,31.45183,0.0
152苟家13,0.02,0.544753,30.43291,0.0
152苟家14,0.039,0.894598,26.20838,0.0
152苟家15,0.307,0.97,19.36153,1.0
153张坊东张8,0.031,0.766667,6.672896,0.0
153张坊东张9,0.029,0.86385,16.04612,0.0
153张坊东张10,0.023,0.937037,23.7448,0.0
153张坊东张11,0.023,0.577489,29.10128,0.0
153张坊东张12,0.021,0.446208,31.45183,0.0
153张坊东张13,0.032,0.473616,30.43291,0.0
153张坊东张14,0.041,0.805556,26.20838,0.0
153张坊东张15,0.321,0.843333,19.36153,1.0
154张坊8,0.253,0.985714,6.672896,1.0
154张坊9,0.055,0.832998,16.04612,0.0
154张坊10,0.038,0.821429,23.7448,0.0
154张坊11,0.074,0.614471,29.10128,1.0
154张坊12,0.074,0.486772,31.45183,0.0
154张坊13,0.099,0.570877,30.43291,0.0
154张坊14,0.214,1.0,26.20838,1.0
154张坊15,0.355,0.985714,19.36153,1.0
155刘集8,0.429,0.0,6.672896,1.0
155刘集9,0.085,0.827206,16.04612,0.0
155刘集10,0.082,0.80901,23.7448,0.0
155刘集11,0.069,0.792254,29.10128,0.0
155刘集12,0.067,0.860092,31.45183,0.0
155刘集13,0.083,0.85747,30.43291,0.0
155刘集14,0.085,0.852273,26.20838,0.0
155刘集15,0.299,1.0,19.36153,1.0
156温王8,0.056,0.85,6.672896,0.0
156温王9,0.027,1.0,16.04612,0.0
156温王10,0.011,0.862944,23.7448,0.0
156温王11,0.016,0.778169,29.10128,0.0
156温王12,0.011,0.831804,31.45183,0.0
156温王13,0.033,0.829268,30.43291,0.0
156温王14,0.051,0.772727,26.20838,0.0
156温王15,0.545,0.831111,19.36153,1.0
157冯集8,0.074,0.85,6.672896,0.0
157冯集9,0.028,1.0,16.04612,0.0
157冯集10,0.015,0.949239,23.7448,0.0
157冯集11,0.015,0.897887,29.10128,0.0
157冯集12,0.017,0.883792,31.45183,0.0
157冯集13,0.017,0.855183,30.43291,0.0
157冯集14,0.065,0.800325,26.20838,0.0
157冯集15,0.39,0.755556,19.36153,1.0
158杨茂8,0.261,0.0,6.672896,1.0
158杨茂9,0.209,1.0,16.04612,1.0
158杨茂10,0.187,0.8876,23.7448,1.0
158杨茂11,0.102,0.923541,29.10128,0.0
158杨茂12,0.144,0.920926,31.45183,1.0
158杨茂13,0.156,0.947735,30.43291,1.0
158杨茂14,0.286,0.883117,26.20838,1.0
158杨茂15,0.325,0.949841,19.36153,1.0
159张老庄8,0.176,0.938095,6.672896,1.0
159张老庄9,0.253,0.827731,16.04612,1.0
159张老庄10,0.249,1.0,23.7448,1.0
159张老庄11,0.178,0.891851,29.10128,1.0
159张老庄12,0.115,0.889326,31.45183,0.0
159张老庄13,0.196,0.886614,30.43291,1.0
159张老庄14,0.346,0.822356,26.20838,1.0
159张老庄15,0.109,0.792169,19.36153,0.0
160后寨8,0.46,0.0,6.672896,1.0
160后寨9,0.302,0.752005,16.04612,1.0
160后寨10,0.156,0.778726,23.7448,1.0
160后寨11,0.113,0.864277,29.10128,1.0
160后寨12,0.12,0.969558,31.45183,1.0
160后寨13,0.066,0.966602,30.43291,0.0
160后寨14,0.23,0.962957,26.20838,1.0
160后寨15,0.418,1.0,19.36153,1.0
161李官庄8,0.464,0.954545,6.672896,1.0
161李官庄9,0.121,0.701872,16.04612,1.0
161李官庄10,0.029,0.775265,23.7448,0.0
161李官庄11,0.03,0.87388,29.10128,0.0
161李官庄12,0.029,0.963303,31.45183,0.0
161李官庄13,0.037,0.931264,30.43291,0.0
161李官庄14,0.031,0.89876,26.20838,0.0
161李官庄15,0.316,0.890909,19.36153,1.0
162后翟8,0.159,0.954545,6.672896,1.0
162后翟9,0.086,0.701872,16.04612,0.0
162后翟10,0.018,0.969082,23.7448,0.0
162后翟11,0.023,0.941101,29.10128,0.0
162后翟12,0.047,0.963303,31.45183,0.0
162后翟13,0.046,0.931264,30.43291,0.0
162后翟14,0.062,0.89876,26.20838,0.0
162后翟15,0.361,0.933333,19.36153,1.0
163大高8,0.315,0.953333,6.672896,1.0
163大高9,0.164,0.87807,16.04612,1.0
163大高10,0.1,0.778231,23.7448,0.0
163大高11,0.018,0.950057,29.10128,0.0
163大高12,0.022,0.992429,31.45183,0.0
163大高13,0.048,0.99557,30.43291,0.0
163大高14,0.164,1.0,26.20838,1.0
163大高15,0.464,0.948815,19.36153,1.0
164双庙8,0.692,0.0,6.672896,1.0
164双庙9,0.021,0.337848,16.04612,0.0
164双庙10,0.039,0.611345,23.7448,0.0
164双庙11,0.027,1.0,29.10128,0.0
164双庙12,0.051,0.620987,31.45183,0.0
164双庙13,0.054,0.839631,30.43291,0.0
164双庙14,0.04,0.808001,26.20838,0.0
164双庙15,0.367,0.851826,19.36153,1.0
165泮家8,0.051,0.933333,6.672896,0.0
165泮家9,0.02,0.982456,16.04612,0.0
165泮家10,0.018,1.0,23.7448,0.0
165泮家11,0.013,0.962199,29.10128,0.0
165泮家12,0.021,0.912723,31.45183,0.0
165泮家13,0.014,0.945148,30.43291,0.0
165泮家14,0.028,0.946387,26.20838,0.0
165泮家15,0.464,0.973144,19.36153,1.0
166楚家8,0.041,1.0,6.672896,0.0
166楚家9,0.062,0.921053,16.04612,0.0
166楚家10,0.113,0.969388,23.7448,0.0
166楚家11,0.203,0.927835,29.10128,1.0
166楚家12,0.124,0.914826,31.45183,1.0
166楚家13,0.118,0.886076,30.43291,1.0
166楚家14,0.619,0.909091,26.20838,1.0
166楚家15,0.101,0.947867,19.36153,0.0
167张小庄8,0.614,0.0,6.672896,1.0
167张小庄9,0.287,0.526316,16.04612,1.0
167张小庄10,0.022,0.663265,23.7448,0.0
167张小庄11,0.0,0.859107,29.10128,0.0
167张小庄12,2.828,0.662461,31.45183,1.0
167张小庄13,0.0,0.0,30.43291,0.0
167张小庄14,0.0,0.0,26.20838,0.0
167张小庄15,0.455,0.0,19.36153,1.0
168陈围子8,0.216,0.95,6.672896,1.0
168陈围子9,0.046,0.695122,16.04612,0.0
168陈围子10,0.014,1.0,23.7448,0.0
168陈围子11,0.012,0.953405,29.10128,0.0
168陈围子12,0.02,0.923197,31.45183,0.0
168陈围子13,0.13,0.955975,30.43291,1.0
168陈围子14,0.207,0.866667,26.20838,1.0
168陈围子15,0.36,0.826087,19.36153,1.0
169文丰梁8,0.099,0.95,6.672896,0.0
169文丰梁9,0.015,0.926829,16.04612,0.0
169文丰梁10,0.013,1.0,23.7448,0.0
169文丰梁11,0.016,0.919355,29.10128,0.0
169文丰梁12,0.015,0.952978,31.45183,0.0
169文丰梁13,0.024,0.955975,30.43291,0.0
169文丰梁14,0.097,0.933333,26.20838,0.0
169文丰梁15,0.492,0.963768,19.36153,1.0
170刁镇崔家村8,0.392,0.0,6.672896,1.0
170刁镇崔家村9,0.086,0.694444,16.04612,0.0
170刁镇崔家村10,0.08,0.913978,23.7448,0.0
170刁镇崔家村11,0.082,0.903479,29.10128,0.0
170刁镇崔家村12,0.089,0.777778,31.45183,0.0
170刁镇崔家村13,0.092,0.936214,30.43291,0.0
170刁镇崔家村14,0.108,0.985915,26.20838,0.0
170刁镇崔家村15,0.252,0.886076,19.36153,1.0
171炭张村8,0.328,0.954545,6.672896,1.0
171炭张村9,0.12,0.454545,16.04612,1.0
171炭张村10,0.009,0.791789,23.7448,0.0
171炭张村11,0.022,0.803489,29.10128,0.0
171炭张村12,0.02,0.712727,31.45183,0.0
171炭张村13,0.021,0.854377,30.43291,0.0
171炭张村14,0.055,0.90749,26.20838,0.0
171炭张村15,0.167,0.8458,19.36153,1.0
172温家村8,0.115,0.702564,6.672896,0.0
172温家村9,0.028,0.691047,16.04612,0.0
172温家村10,0.025,0.966026,23.7448,0.0
172温家村11,0.026,0.898869,29.10128,0.0
172温家村12,0.024,0.960688,31.45183,0.0
172温家村13,0.029,0.995299,30.43291,0.0
172温家村14,0.02,0.986986,26.20838,0.0
172温家村15,0.433,0.99338,19.36153,1.0
173靠河林村8,0.274,0.958065,6.672896,1.0
173靠河林村9,0.042,0.798387,16.04612,0.0
173靠河林村10,0.064,0.883009,23.7448,0.0
173靠河林村11,0.056,1.0,29.10128,0.0
173靠河林村12,0.04,0.843097,31.45183,0.0
173靠河林村13,0.082,0.946237,30.43291,0.0
173靠河林村14,0.095,0.944571,26.20838,0.0
173靠河林村15,0.253,0.848918,19.36153,1.0
174牛码村8,0.232,1.0,6.672896,1.0
174牛码村9,0.176,0.595238,16.04612,1.0
174牛码村10,0.011,0.829493,23.7448,0.0
174牛码村11,0.008,0.909091,29.10128,0.0
174牛码村12,0.01,0.853333,31.45183,0.0
174牛码村13,0.051,0.987654,30.43291,0.0
174牛码村14,0.172,0.985915,26.20838,1.0
174牛码村15,0.32,0.843882,19.36153,1.0
175逯家村8,0.516,0.84,6.672896,1.0
175逯家村9,0.195,1.0,16.04612,1.0
175逯家村10,0.076,0.774194,23.7448,0.0
175逯家村11,0.093,0.848485,29.10128,0.0
175逯家村12,0.11,0.7616,31.45183,0.0
175逯家村13,0.095,0.82963,30.43291,0.0
175逯家村14,0.145,0.828169,26.20838,1.0
175逯家村15,0.281,0.673418,19.36153,1.0
176常家村8,0.828,1.0,6.672896,1.0
176常家村9,0.037,0.357143,16.04612,0.0
176常家村10,0.018,0.599078,23.7448,0.0
176常家村11,0.018,0.942761,29.10128,0.0
176常家村12,0.018,0.853333,31.45183,0.0
176常家村13,0.03,0.95679,30.43291,0.0
176常家村14,0.085,0.880282,26.20838,0.0
176常家村15,0.399,0.759494,19.36153,1.0
177阎码村8,0.014,0.648649,6.672896,0.0
177阎码村9,0.012,0.797519,16.04612,0.0
177阎码村10,0.003,0.972973,23.7448,0.0
177阎码村11,0.01,0.887122,29.10128,0.0
177阎码村12,0.009,0.967597,31.45183,0.0
177阎码村13,0.011,1.0,30.43291,0.0
177阎码村14,0.171,0.999428,26.20838,1.0
177阎码村15,0.392,0.957023,19.36153,1.0
178高家庄8,0.231,0.666667,6.672896,1.0
178高家庄9,0.027,0.327869,16.04612,0.0
178高家庄10,0.021,1.0,23.7448,0.0
178高家庄11,0.019,0.882353,29.10128,0.0
178高家庄12,0.015,0.911602,31.45183,0.0
178高家庄13,0.091,0.916667,30.43291,0.0
178高家庄14,0.053,0.845921,26.20838,0.0
178高家庄15,0.253,0.860656,19.36153,1.0
180黄家村8,0.302,0.731313,6.672896,1.0
180黄家村9,0.035,0.539493,16.04612,0.0
180黄家村10,0.015,0.959848,23.7448,0.0
180黄家村11,0.048,0.967914,29.10128,0.0
180黄家村12,0.048,1.0,31.45183,0.0
180黄家村13,0.092,0.975084,30.43291,0.0
180黄家村14,0.076,0.894809,26.20838,0.0
180黄家村15,0.489,0.899155,19.36153,1.0
181腰庄村8,0.693,0.0,6.672896,1.0
181腰庄村9,0.393,0.393443,16.04612,1.0
181腰庄村10,0.364,0.6,23.7448,1.0
181腰庄村11,0.354,0.811765,29.10128,1.0
181腰庄村12,0.336,0.994475,31.45183,1.0
181腰庄村13,0.207,1.0,30.43291,1.0
181腰庄村14,0.737,0.978852,26.20838,1.0
181腰庄村15,0.561,0.786885,19.36153,1.0
182郝庄二村8,0.057,0.650667,6.672896,0.0
182郝庄二村9,0.022,0.64,16.04612,0.0
182郝庄二村10,0.027,0.854,23.7448,0.0
182郝庄二村11,0.019,0.832471,29.10128,0.0
182郝庄二村12,0.016,0.916685,31.45183,0.0
182郝庄二村13,0.033,0.921778,30.43291,0.0
182郝庄二村14,0.089,0.973051,26.20838,0.0
182郝庄二村15,0.468,1.0,19.36153,1.0
183孙家村8,0.744,0.516667,6.672896,1.0
183孙家村9,0.021,0.127049,16.04612,0.0
183孙家村10,0.009,0.775,23.7448,0.0
183孙家村11,0.015,0.775,29.10128,0.0
183孙家村12,0.0,0.813536,31.45183,0.0
183孙家村13,0.012,0.473611,30.43291,0.0
183孙家村14,0.021,0.796073,26.20838,0.0
183孙家村15,0.039,0.889344,19.36153,0.0
184小魏李庄8,0.265,0.602469,6.672896,1.0
184小魏李庄9,0.072,0.37037,16.04612,0.0
184小魏李庄10,0.022,0.753086,23.7448,0.0
184小魏李庄11,0.013,0.797386,29.10128,0.0
184小魏李庄12,0.023,0.898711,31.45183,0.0
184小魏李庄13,0.028,0.928807,30.43291,0.0
184小魏李庄14,0.266,0.955578,26.20838,1.0
184小魏李庄15,0.674,1.0,19.36153,1.0
185丁家村&豆辛村8,0.106,0.275922,6.672896,0.0
185丁家村&豆辛村9,0.01,0.595946,16.04612,0.0
185丁家村&豆辛村10,0.017,1.0,23.7448,0.0
185丁家村&豆辛村11,0.014,0.879222,29.10128,0.0
185丁家村&豆辛村12,0.016,0.899131,31.45183,0.0
185丁家村&豆辛村13,0.024,0.890997,30.43291,0.0
185丁家村&豆辛村14,0.036,0.867003,26.20838,0.0
185丁家村&豆辛村15,0.06,0.858863,19.36153,0.0
186李三官8,0.302,0.666667,6.672896,1.0
186李三官9,0.042,0.655738,16.04612,0.0
186李三官10,0.055,0.916667,23.7448,0.0
186李三官11,0.042,0.941176,29.10128,0.0
186李三官12,0.052,0.994475,31.45183,0.0
186李三官13,0.056,1.0,30.43291,0.0
186李三官14,0.14,0.966767,26.20838,1.0
186李三官15,0.253,0.942623,19.36153,1.0
187章丘齐家8,1.456,0.0,6.672896,1.0
187章丘齐家9,1.486,0.5,16.04612,1.0
187章丘齐家10,1.439,0.7625,23.7448,1.0
187章丘齐家11,1.432,0.807353,29.10128,1.0
187章丘齐家12,1.423,0.926796,31.45183,1.0
187章丘齐家13,1.426,0.931944,30.43291,1.0
187章丘齐家14,1.422,0.92145,26.20838,1.0
187章丘齐家15,1.428,1.0,19.36153,1.0
188河滩村8,0.166,0.652252,6.672896,1.0
188河滩村9,0.075,0.64156,16.04612,0.0
188河滩村10,0.017,0.937613,23.7448,0.0
188河滩村11,0.038,0.920827,29.10128,0.0
188河滩村12,0.064,1.0,31.45183,0.0
188河滩村13,0.094,0.978378,30.43291,0.0
188河滩村14,0.234,0.916306,26.20838,1.0
188河滩村15,0.214,0.882144,19.36153,1.0
189马家村8,0.069,0.625641,6.672896,0.0
189马家村9,0.042,0.615385,16.04612,0.0
189马家村10,0.023,0.938462,23.7448,0.0
189马家村11,0.019,0.883258,29.10128,0.0
189马家村12,0.015,0.959201,31.45183,0.0
189马家村13,0.013,0.96453,30.43291,0.0
189马家村14,0.019,0.963979,26.20838,0.0
189马家村15,0.346,1.0,19.36153,1.0
191郝家楼村8,0.19,0.764516,6.672896,1.0
191郝家楼村9,0.017,0.728111,16.04612,0.0
191郝家楼村10,0.025,0.810317,23.7448,0.0
191郝家楼村11,0.02,0.79798,29.10128,0.0
191郝家楼村12,0.016,0.693161,31.45183,0.0
191郝家楼村13,0.019,0.825866,30.43291,0.0
191郝家楼村14,0.11,0.64607,26.20838,1.0
191郝家楼村15,0.288,1.0,19.36153,1.0
192鲁高村8,0.335,0.954545,6.672896,1.0
192鲁高村9,0.232,0.454545,16.04612,1.0
192鲁高村10,0.19,0.835777,23.7448,1.0
192鲁高村11,0.161,0.932048,29.10128,1.0
192鲁高村12,0.145,0.814545,31.45183,1.0
192鲁高村13,0.166,0.942761,30.43291,1.0
192鲁高村14,0.076,0.90749,26.20838,0.0
192鲁高村15,0.364,0.886076,19.36153,1.0
193西胡村8,0.374,1.0,6.672896,1.0
193西胡村9,0.183,0.595238,16.04612,1.0
193西胡村10,0.046,0.78341,23.7448,0.0
193西胡村11,0.02,0.808081,29.10128,0.0
193西胡村12,0.021,0.826667,31.45183,0.0
193西胡村13,0.027,0.895062,30.43291,0.0
193西胡村14,0.197,0.950704,26.20838,1.0
193西胡村15,0.398,0.843882,19.36153,1.0
194马住庄村8,0.405,0.986364,6.672896,1.0
194马住庄村9,0.111,0.587121,16.04612,0.0
194马住庄村10,0.06,1.0,23.7448,0.0
194马住庄村11,0.033,0.996327,29.10128,0.0
194马住庄村12,0.03,0.868,31.45183,0.0
194马住庄村13,0.025,0.974186,30.43291,0.0
194马住庄村14,0.188,0.972471,26.20838,1.0
194马住庄村15,0.264,0.790756,19.36153,1.0
195中孟村8,0.333,1.0,6.672896,1.0
195中孟村9,0.15,0.47619,16.04612,1.0
195中孟村10,0.1,0.875576,23.7448,0.0
195中孟村11,0.054,0.942761,29.10128,0.0
195中孟村12,0.078,0.853333,31.45183,0.0
195中孟村13,0.079,0.925926,30.43291,0.0
195中孟村14,0.223,0.950704,26.20838,1.0
195中孟村15,0.087,0.759494,19.36153,0.0
196庞家8,0.208,0.0,6.672896,1.0
196庞家9,0.326,0.262605,16.04612,1.0
196庞家10,0.326,0.203307,23.7448,1.0
196庞家11,0.018,0.0,29.10128,0.0
196庞家12,0.009,1.0,31.45183,0.0
196庞家13,0.095,0.771605,30.43291,0.0
196庞家14,0.506,0.362469,26.20838,1.0
196庞家15,1.114,0.806652,19.36153,1.0
197黄石梁8,0.07,0.378917,6.672896,0.0
197黄石梁9,0.102,0.643912,16.04612,0.0
197黄石梁10,0.056,1.0,23.7448,0.0
197黄石梁11,0.051,0.965311,29.10128,0.0
197黄石梁12,0.028,0.501442,31.45183,0.0
197黄石梁13,0.037,0.883454,30.43291,0.0
197黄石梁14,0.212,0.890043,26.20838,1.0
197黄石梁15,0.231,0.844444,19.36153,1.0
198中楼8,0.319,0.300905,6.672896,1.0
198中楼9,0.047,0.664744,16.04612,0.0
198中楼10,0.037,0.941176,23.7448,0.0
198中楼11,0.028,0.992033,29.10128,0.0
198中楼12,0.03,0.550458,31.45183,0.0
198中楼13,0.033,0.977941,30.43291,0.0
198中楼14,0.054,0.92615,26.20838,0.0
198中楼15,0.112,0.957983,19.36153,0.0
199公益牌8,1.657,0.606643,6.672896,1.0
199公益牌9,1.418,0.412359,16.04612,1.0
199公益牌10,1.417,0.948735,23.7448,1.0
199公益牌11,1.414,1.0,29.10128,1.0
199公益牌12,1.419,0.566685,31.45183,1.0
199公益牌13,1.432,0.900074,30.43291,1.0
199公益牌14,1.417,0.835316,26.20838,1.0
199公益牌15,1.427,0.708163,19.36153,1.0
200东横河8,0.376,0.430521,6.672896,1.0
200东横河9,0.102,0.438963,16.04612,0.0
200东横河10,0.046,0.883701,23.7448,0.0
200东横河11,0.026,1.0,29.10128,0.0
200东横河12,0.01,0.586488,31.45183,0.0
200东横河13,0.016,0.973352,30.43291,0.0
200东横河14,0.03,0.976384,26.20838,0.0
200东横河15,0.292,0.913759,19.36153,1.0
201南横河8,0.29,0.404429,6.672896,1.0
201南横河9,0.112,0.824718,16.04612,0.0
201南横河10,0.029,0.869674,23.7448,0.0
201南横河11,0.024,1.0,29.10128,0.0
201南横河12,0.022,0.550944,31.45183,0.0
201南横河13,0.029,0.914361,30.43291,0.0
201南横河14,0.221,0.884452,26.20838,1.0
201南横河15,0.342,0.729623,19.36153,1.0
202赵庄村8,0.054,0.336538,6.672896,0.0
202赵庄村9,0.029,0.457516,16.04612,0.0
202赵庄村10,0.027,0.822368,23.7448,0.0
202赵庄村11,0.009,0.857349,29.10128,0.0
202赵庄村12,0.007,0.497754,31.45183,0.0
202赵庄村13,0.011,0.92731,30.43291,0.0
202赵庄村14,0.03,0.95405,26.20838,0.0
202赵庄村15,0.133,1.0,19.36153,1.0
203凹峪8,0.026,0.92915,6.672896,0.0
203凹峪9,0.015,1.0,16.04612,0.0
203凹峪10,0.024,0.938465,23.7448,0.0
203凹峪11,0.026,0.858638,29.10128,0.0
203凹峪12,0.036,0.482194,31.45183,0.0
203凹峪13,0.02,0.80964,30.43291,0.0
203凹峪14,0.246,0.752582,26.20838,1.0
203凹峪15,0.109,0.690226,19.36153,0.0
204没口村8,0.041,0.376923,6.672896,0.0
204没口村9,0.019,0.576471,16.04612,0.0
204没口村10,0.022,0.957895,23.7448,0.0
204没口村11,0.057,0.931988,29.10128,0.0
204没口村12,0.022,0.513473,31.45183,0.0
204没口村13,0.016,0.958696,30.43291,0.0
204没口村14,0.081,0.976947,26.20838,0.0
204没口村15,0.231,1.0,19.36153,1.0
205岳家8,0.09,0.904167,6.672896,0.0
205岳家9,0.037,0.96875,16.04612,0.0
205岳家10,0.045,1.0,23.7448,0.0
205岳家11,0.045,0.943743,29.10128,0.0
205岳家12,0.044,0.843889,31.45183,0.0
205岳家13,0.095,0.948817,30.43291,0.0
205岳家14,0.199,0.923269,26.20838,1.0
205岳家15,0.189,0.839311,19.36153,1.0
206曹徐寨8,0.394,0.946667,6.672896,1.0
206曹徐寨9,0.035,0.563492,16.04612,0.0
206曹徐寨10,0.026,0.916129,23.7448,0.0
206曹徐寨11,0.023,0.956229,29.10128,0.0
206曹徐寨12,0.024,0.833067,31.45183,0.0
206曹徐寨13,0.022,0.964198,30.43291,0.0
206曹徐寨14,0.06,1.0,26.20838,0.0
206曹徐寨15,0.291,0.878762,19.36153,1.0
207西李8,0.43,0.0,6.672896,1.0
207西李9,0.024,0.626102,16.04612,0.0
207西李10,0.03,0.872504,23.7448,0.0
207西李11,0.023,0.920813,29.10128,0.0
207西李12,0.021,0.841481,31.45183,0.0
207西李13,0.016,0.941472,30.43291,0.0
207西李14,0.222,1.0,26.20838,1.0
207西李15,0.23,0.887639,19.36153,1.0
208黄河镇西张8,0.218,0.766667,6.672896,1.0
208黄河镇西张9,0.018,0.730159,16.04612,0.0
208黄河镇西张10,0.017,0.918587,23.7448,0.0
208黄河镇西张11,0.018,0.851852,29.10128,0.0
208黄河镇西张12,0.024,0.736,31.45183,0.0
208黄河镇西张13,0.016,0.828189,30.43291,0.0
208黄河镇西张14,0.026,0.836854,26.20838,0.0
208黄河镇西张15,0.042,0.711674,19.36153,0.0
209杨家8,0.054,0.916129,6.672896,0.0
209杨家9,0.018,0.763441,16.04612,0.0
209杨家10,0.024,0.928794,23.7448,0.0
209杨家11,0.017,0.987075,29.10128,0.0
209杨家12,0.021,0.879484,31.45183,0.0
209杨家13,0.019,0.96137,30.43291,0.0
209杨家14,0.043,1.0,26.20838,0.0
209杨家15,0.428,0.927726,19.36153,1.0
210黄河镇赵家8,0.014,0.933333,6.672896,0.0
210黄河镇赵家9,0.044,1.0,16.04612,0.0
210黄河镇赵家10,0.015,0.860215,23.7448,0.0
210黄河镇赵家11,0.013,0.87991,29.10128,0.0
210黄河镇赵家12,0.014,0.796444,31.45183,0.0
210黄河镇赵家13,0.035,0.921811,30.43291,0.0
210黄河镇赵家14,0.062,0.985915,26.20838,0.0
210黄河镇赵家15,0.406,0.905767,19.36153,1.0
211南房8,0.077,0.875,6.672896,0.0
211南房9,0.091,0.9375,16.04612,0.0
211南房10,0.078,0.967742,23.7448,0.0
211南房11,0.07,0.9133,29.10128,0.0
211南房12,0.083,0.793333,31.45183,0.0
211南房13,0.075,0.891204,30.43291,0.0
211南房14,0.201,0.924296,26.20838,1.0
211南房15,0.198,0.849156,19.36153,1.0
212下琴子8,0.422,0.409699,6.672896,1.0
212下琴子9,0.098,0.487354,16.04612,0.0
212下琴子10,0.094,0.800915,23.7448,0.0
212下琴子11,0.07,0.951635,29.10128,0.0
212下琴子12,0.067,0.542177,31.45183,0.0
212下琴子13,0.057,0.926276,30.43291,0.0
212下琴子14,0.049,0.962346,26.20838,0.0
212下琴子15,0.389,1.0,19.36153,1.0
213西庵8,0.203,0.302262,6.672896,1.0
213西庵9,0.203,0.308189,16.04612,1.0
213西庵10,0.203,0.0,23.7448,1.0
213西庵11,0.037,0.0,29.10128,0.0
213西庵12,0.056,1.0,31.45183,0.0
213西庵13,0.05,0.704731,30.43291,0.0
213西庵14,0.079,0.734469,26.20838,0.0
213西庵15,0.0,0.737767,19.36153,0.0
214上秋林8,0.064,0.0,6.672896,0.0
214上秋林9,0.111,0.131127,16.04612,0.0
